RES	119	0.132
RES	128	0.135
RES	135	0.092
RES	143	0.074
RES	150	0.082
RES	162	0.096
RES	169	0.132
RES	178	0.194
RES	186	0.165
RES	196	0.076
RES	203	0.077
RES	210	0.096
RES	224	0.079
RES	238	0.143
DM	109	20
DM	119	83.38
DM	128	153.62
DM	135	280.3
DM	143	470.72
DM	150	567.67
DM	162	762.13
DM	169	757.33
DM	178	813.86
DM	186	39.05
DM	196	118.58
DM	203	190.29
DM	210	255.39
DM	224	470.2
DM	238	559.51
LAI	109	0.23
LAI	119	1.29
LAI	128	2.22
LAI	135	4.16
LAI	143	8.28
LAI	150	10.42
LAI	162	4.1
LAI	169	2.87
LAI	178	2.29
LAI	186	1.02
LAI	196	3.24
LAI	203	5.05
LAI	210	4.83
LAI	224	4.77
LAI	238	3.4
LERG	112	0.0037
LERG	120	0.0055
LERG	127	0.0163
LERG	137	0.0262
LERG	148	0.0117
LERG	155	0.0053
LERG	189	0.0133
LERG	196	0.02
LERG	203	0.0162
LERG	210	0.0139
LERG	218	0.0097
LERG	225	0.0108
LERG	232	0.0056
NELLVG	112	2.01
NELLVG	120	2.6
NELLVG	127	2.31
NELLVG	137	1.44
NELLVG	148	1.47
NELLVG	155	0.13
NELLVG	189	3.37
NELLVG	196	2.72
NELLVG	203	3.05
NELLVG	210	2.51
NELLVG	218	1.24
NELLVG	225	0.8
NELLVG	232	0.33
RLEAF	112	0.049
RLEAF	120	0.111
RLEAF	127	0.19
RLEAF	137	0.165
RLEAF	148	0.234
RLEAF	155	0.008
RLEAF	189	0.222
RLEAF	195	0.208
RLEAF	203	0.204
RLEAF	210	0.281
RLEAF	218	0.135
RLEAF	225	0.038
RLEAF	232	0.01
SLA	109	0.015
SLA	119	0.0183
SLA	128	0.018
SLA	135	0.026
SLA	143	0.0327
SLA	150	0.0363
SLA	162	0.02
SLA	169	0.0207
SLA	178	0.0227
SLA	186	0.029
SLA	196	0.0293
SLA	203	0.039
SLA	210	0.0307
SLA	224	0.0267
SLA	238	0.023
TILTOT	108	2117
TILTOT	122	2158
TILTOT	133	2542
TILTOT	144	2050
TILTOT	152	2450
TILTOT	165	1592
TILTOT	171	1725
TILTOT	178	2583
TILTOT	180	1425
TILTOT	185	1600
TILTOT	192	3225
TILTOT	199	4725
TILTOT	206	3858
TILTOT	223	2458
TILTOT	238	1692
