TILTOT	2002	149	2210
TILTOT	2002	152	242
TILTOT	2002	165	2633
TILTOT	2002	171	3042
TILTOT	2002	178	2783
TILTOT	2002	185	2650
TILTOT	2002	192	2575
TILTOT	2002	199	2575
TILTOT	2002	206	2217
TILTOT	2002	223	1964
TILTOT	2002	238	2192
FRTILG	2001	163	0.8
FRTILG	2002	149	0.8



