ST	YR	doy	T	TMMXI	TMMNI	RH	RAINI	WNI	GR
42	2002	103	6.5	10.9	1.8	80	0	1.9	17.9
42	2002	104	6.6	8.3	5.6	91.7	5.5	0.9	2.5
42	2002	105	7.5	9.8	5.6	90.6	0	0.8	4.8
42	2002	106	7.7	11.9	2.2	67.7	0	1.7	15.4
42	2002	107	5.3	10.3	1.6	83.6	0	1.5	12.6
42	2002	108	6.5	9.6	5	95.3	0.3	0.8	4.3
42	2002	109	6.9	9.9	4.6	89.9	0	1.3	16.5
42	2002	110	6.4	9.5	3.8	86.9	0	1.3	12.8
42	2002	111	8.1	11.5	3.9	81	0.5	2	13.5
42	2002	112	8.2	9.8	6.9	95.9	13.1	2.8	3.6
42	2002	113	8	9.6	7.1	97.3	4.4	3.3	9.1
42	2002	114	9.2	13.2	6.5	93	2.4	2.8	13.5
42	2002	115	7.3	9.5	4.9	93.7	0.3	1.8	6.5
42	2002	116	5.4	8.4	3.2	91.7	6.1	2.3	7.3
42	2002	117	4.5	6.3	3	80.9	4.4	3.6	18.1
42	2002	118	6.4	10.5	2.4	74.2	1.8	2.6	18.8
42	2002	119	6.8	10.6	4.3	83.1	8.3	2.5	12.5
42	2002	120	6.1	8.5	4.1	93.9	20.4	3	5.6
42	2002	121	7	8.7	4.2	94.7	6.6	2	5.8
42	2002	122	8.2	11.8	4.7	84.3	0	1.3	17.2
42	2002	123	7.4	9.9	4.3	87.8	1	2.7	15.1
42	2002	124	6.4	10.4	2.8	77.2	0	3.7	25.8
42	2002	125	9.9	14.8	3.2	70.2	0	2.2	24.4
42	2002	126	13	17.2	9.9	49.1	0	2.2	23.9
42	2002	127	12.8	17.6	8.2	54.6	0	1.5	22.1
42	2002	128	12.2	15.6	8.7	63.7	0.1	1.7	18.1
42	2002	129	15.5	20.6	8.9	52.4	0	1.6	19.4
42	2002	130	18.1	21.7	15.4	36.3	0	3.7	23.8
42	2002	131	14.2	21.6	7	62.6	22.4	3.2	12.7
42	2002	132	8.3	11.3	6.2	81	3.8	2.8	25
42	2002	133	9.9	13.9	5	61.8	0	1.4	23
42	2002	134	11.7	15.9	9.1	70.6	2.5	2.8	6.3
42	2002	135	9.4	11	8.8	94.1	1.1	2.5	10.9
42	2002	136	9.5	12.1	8.2	90.4	0.6	2.7	17.4
42	2002	137	10.6	14.3	7.2	82.8	0	3.2	24.5
42	2002	138	11.1	14.1	7.2	84.8	0	1.4	27.7
42	2002	139	11.6	13.9	8.8	71.6	0.6	1.5	5.3
42	2002	140	13.4	17.6	8.7	75.7	0	1.7	21.6
42	2002	141	16	19	12.3	67.7	0	2.9	17.1
42	2002	142	17.4	22.1	12.3	59.9	8.5	3.2	15.3
42	2002	143	12.7	16.2	10	89.7	17.9	1	12.7
42	2002	144	11.9	15.8	9.3	83.4	3.9	1.9	18.5
42	2002	145	11	13.1	9.9	88.5	0.6	1.9	14.6
42	2002	146	12.2	16	9.1	75.1	2.6	1.7	18.4
42	2002	147	13.5	16.6	10.2	75	1.6	1.6	19.3
42	2002	148	13.1	16.2	9.9	84	0.5	0.8	15.9
42	2002	149	13.2	17.2	9.5	75.2	2.1	1.7	16.9
42	2002	150	11.4	13.9	9.1	88.1	0.1	2.1	22.3
42	2002	151	10.7	13.1	7.6	87.9	9.6	2.1	20
42	2002	152	12.1	15.1	8.3	78	0	1.7	28.6
42	2002	153	13.3	16.8	9.5	65.4	0	1.4	27
42	2002	154	17	20.9	11.4	48.5	0	2.6	25.5
42	2002	155	15.5	17.7	12.7	75	4.4	1.7	7.2
42	2002	156	19.9	24.1	13.6	47.4	3.4	2.2	27.3
42	2002	157	21.7	25.5	17	41.2	0.1	1.7	28.8
42	2002	158	18.8	24.4	14	56.5	0.1	1.8	29.1
42	2002	159	18.3	21.9	13.3	53.3	0	1.7	29.9
42	2002	160	18	22.5	13.3	57.4	0.4	1.6	22.3
42	2002	161	15.3	20.2	10.9	85.9	12.1	1.2	12
42	2002	162	12.3	14.4	9.8	91.4	4.4	1.3	12.2
42	2002	163	10.8	13.7	8.6	92.3	32.4	0.8	10.8
42	2002	164	11.5	14.4	8.5	81	5	2	23.7
42	2002	165	13.2	15.3	10.4	85.6	12.6	2.5	25
42	2002	166	12.9	14.8	11.4	95.6	3.8	2.2	5.9
42	2002	167	14.1	16.7	11.7	88.4	0	2	22.8
42	2002	168	15.2	18.2	13.2	92.2	3.7	1.4	8.9
42	2002	169	15.7	19.6	11.5	89.6	0.1	1.5	10.7
42	2002	170	13.8	15.8	12	87.1	0.6	3	19.8
42	2002	171	14	16.8	11.8	81.5	0.1	1.6	21
42	2002	172	13.9	16.6	10.7	82.1	3.1	1.5	24.3
42	2002	173	13.5	16	11.8	92.9	22.4	1.3	7.3
42	2002	174	12.6	13.7	11.6	92.6	10.8	4.9	11
42	2002	175	13	15.5	10.6	82.5	0	2.1	21.9
42	2002	176	12	13.7	10.4	91.3	2.7	2.7	8.3
42	2002	177	11.8	14.4	8.9	92.2	9.2	2.8	10
42	2002	178	11.1	13.7	8.6	82.6	3.7	2.6	26.7
42	2002	179	12.3	16	10.2	86.4	3.8	5.5	25.1
42	2002	180	11.2	13.7	9.5	86.1	11	3.4	20.9
42	2002	181	11.2	14	9.2	90.5	0.4	3.2	21.5
42	2002	182	12.3	16.8	8.8	85.9	2.5	0.8	15.7
42	2002	183	11.4	13.7	9.5	91.4	69.3	1.9	11.1
42	2002	184	13.1	16.1	9.4	84.5	0	1.5	25.4
42	2002	185	12.8	15.8	10.2	83.9	0	3.1	27.7
42	2002	186	12.1	14.3	10.2	80	0.2	2.2	21.3
42	2002	187	12.1	14.7	9.9	82	0.1	1.5	21.4
42	2002	188	12.5	16	10.3	90.3	14.6	1.7	12.1
42	2002	189	13.2	14.7	10.8	91.8	4.6	1.6	6.2
42	2002	190	16	19.2	13.8	95.1	12.2	1.1	4.8
42	2002	191	16.5	20.2	13.8	95.1	6.6	1.5	12.8
42	2002	192	13.6	16.6	11.1	93.9	42.1	2.8	13.5
42	2002	193	14.6	17.7	11.2	84.2	1	1.8	24.2
42	2002	194	15.3	18.6	12	83.4	0.2	1.1	16.7
42	2002	195	15.6	18.8	13.8	90.2	0	0.7	10.8
42	2002	196	15.4	18.4	12.7	86.5	0.1	0.9	20.8
42	2002	197	14.7	16.9	12.7	89.7	0.6	2	10.7
42	2002	198	14.2	16.4	12.7	81.3	0	5.2	20.3
42	2002	199	14.4	17	12.7	87.2	0	4.2	19.8
42	2002	200	14.2	16.5	12.6	92.3	0	3.7	16.1
42	2002	201	14.5	17.3	12.3	88.8	0	2.1	20.3
42	2002	202	15.2	18.2	13.7	92.9	5.6	2.4	9.8
42	2002	203	13	14.1	11.1	88.4	0.1	6	8.8
42	2002	204	12.6	14.8	11.1	89.5	2.6	3.3	12.9
42	2002	205	12.8	15.1	10.7	83.3	0.9	5	19.3
42	2002	206	13.2	15.4	11.3	87.6	0	2.7	20
42	2002	207	13.7	15.7	11.4	90.7	4.5	3	15.7
42	2002	208	14.4	17.7	10.2	85.9	0	1	10.9
42	2002	209	17.6	22.3	14.9	89.6	0	1.9	15
42	2002	210	17.1	20.9	13.3	85.9	0	1.3	19.5
42	2002	211	22.1	27.9	15.2	68.3	0	1.2	20.4
42	2002	212	23	28.1	19	66.8	0.5	1.4	18.7
42	2002	213	22.3	26.1	17.8	73	0	1.7	24.4
42	2002	214	21.8	24.9	18.5	76	0.8	1.1	8.3
42	2002	215	17.8	19.1	16.8	93.1	7.6	1	3
42	2002	216	17.9	20.6	16.8	93.8	2.5	0.9	5.7
42	2002	217	19.8	24.4	15.7	75.3	0	1.7	24.8
42	2002	218	19.7	24.4	15.3	70.8	0	1.3	19.6
42	2002	219	19	22.4	15.7	85.2	0	1.1	23.9
42	2002	220	19	22.3	15.5	76.6	0	1	21.2
42	2002	221	19	22	16.8	67.5	0.1	1.1	9.5
42	2002	222	19.7	23.9	16.2	76.3	0.4	1.2	12.7
42	2002	223	18.4	22.8	15.9	85.4	63.9	0.7	8.4
42	2002	224	17.2	20.5	14.8	91.9	1.3	2	14.3
42	2002	225	16.3	18.5	13.8	79.9	0.3	2.2	20.7
42	2002	226	17.2	20	14.5	91.1	0	1.1	13.5
42	2002	227	18.2	22.3	14.1	87.5	0	1	17.1
42	2002	228	18.4	20.9	16.3	89.7	1.6	0.7	12.7
42	2002	229	20.5	25	16.5	76.1	0	1	22.3
42	2002	230	22.2	25.8	19.1	65.3	0	1.7	21.2
42	2002	231	21.7	25.3	19.1	64.9	3	2.1	16.8
42	2002	232	20.9	24.7	17.8	82.5	0.6	1	11
42	2002	233	20.3	23.5	16.9	85.7	3	1.3	18.4
42	2002	234	21.3	26.7	15.7	57.8	0	1.5	20.6
42	2002	235	20.5	25.1	16.9	71.5	0.1	1.4	19.1
42	2002	236	19.7	23.1	16.3	64.6	0	1	7.5
42	2002	237	19.5	23.8	16.5	80.1	0	0.9	10.1
42	2002	238	19.3	23.2	15.2	79.7	0	1.2	18.6
42	2002	239	17.4	21.5	14.3	90.2	0	1.8	18.6
42	2002	240	15.3	17.3	12.7	79.5	0	1.8	15.4
42	2002	241	15.8	18.3	12.8	93.2	14.6	1.5	3.3
42	2002	242	15.2	17.3	13	86.2	8	1.5	7.5
42	2002	243	14.3	17.8	11.1	83.7	13.6	5.7	9.1
42	2002	244	13.7	16.2	11.4	81.6	0.1	3.4	15.7
42	2002	245	14.4	17.7	11.3	89.7	0	1.6	12.2
42	2002	246	15	18.1	12.2	85.3	0.1	0.8	17.1
42	2002	247	14.8	19.6	11	87.8	8.3	0.9	4.2
42	2002	248	14.9	16.8	13.4	91.9	12.1	1.7	8.5
42	2002	249	13.7	16.2	11.5	81.9	17	1.1	11.7
42	2002	250	14.3	17.2	12.1	84.9	5.2	1.4	13
42	2002	251	16.6	20.4	12.6	81.5	9.8	1.1	12.3
42	2002	252	20	24.2	17	60.5	0	1.5	17.2
42	2002	253	19.3	24.8	14.9	70.1	0	1.4	15.9
42	2002	254	18	23.5	14.3	74.5	0.1	1	17
42	2002	255	16.5	20.1	13.4	90.5	0	1.1	16.3
42	2002	256	15.6	18.2	13.5	93.3	0.1	3	12.4
42	2002	257	14.2	18.2	11.6	83.5	0	2.4	14.8
42	2002	258	13.2	16.9	9.6	81.4	0	1.4	11.7
42	2002	259	13.7	15.7	12.1	94.3	0	3.5	8.5
42	2002	260	12.9	14.5	11	89.7	0.3	3.3	8
42	2002	261	11.9	14.6	9.6	76.6	0	3.8	13.2
42	2002	262	11	13.7	9	94.4	4.7	1	6.7
42	2002	263	11.6	13.8	10	86.4	4.4	2.4	12
42	2002	264	10.9	13.7	8.8	84.9	1.4	1.7	11.3
42	2002	265	11	15.5	7.4	73.8	0	1.1	13.6
42	2002	266	10.2	12	8.5	76.6	0.4	1.2	6.9
42	2002	267	11.8	13.4	10.3	95.4	3.1	2.8	4.8
42	2002	268	11.8	13.1	10.6	97.9	4.2	2.3	4.3
42	2002	269	10.2	12	9.2	94	2.7	0.7	5.2
42	2002	270	11.2	13.7	9.2	95.9	3.1	1.1	4.1
42	2002	271	12.9	14.7	10.5	86.7	0.8	3.5	5.6
42	2002	272	13.3	15	12.1	88	0	2.5	5.4
42	2002	273	13.7	14.9	12.1	98.6	0.2	1.2	2.6
42	2002	274	13.4	16.1	11.2	94.9	0	0.5	5.3
42	2002	275	13.1	16.2	10.8	87.3	0.1	0.8	10.1
42	2002	276	11.8	13.6	9.7	94.2	5.1	2.1	3.2
42	2002	277	11.3	13.5	8.8	85.5	4.6	3.6	9.2
42	2002	278	9.3	11.1	7.7	92.6	19.7	0.9	2.7
42	2002	279	6.9	8.4	4.7	94.8	15.5	1.2	3.7
42	2002	280	6.2	9.9	3.6	58.6	1.3	1.3	8.4
42	2002	281	5.1	8.9	2.6	52.9	0	1.5	10.8
42	2002	282	6.1	9.3	4	58.8	0	1.5	10.7
42	2002	283	5.8	9.9	2.7	55.2	0	1.4	7.8
42	2002	284	4.9	8.6	2.6	56.4	0	2	10.1
42	2002	285	5.5	7.7	3.8	57.1	0	3	8.8
42	2002	286	6	7.9	5.1	58	0	2.5	4.3
42	2002	287	6.1	8.1	4.2	57.3	0.1	1.8	4.3
42	2002	288	4.8	7.5	3	62.4	0	0.8	5.1
42	2002	289	4.4	6.4	1.5	74.7	0	0.6	2.3
42	2002	290	3	6.6	-0.5	73.2	0.1	0.7	5.8
42	2002	291	1.6	5.2	-0.5	75.2	0	0.9	5.8
42	2002	292	0.9	4.4	-1.9	87.4	14.1	1	3.6
42	2002	293	2.3	6.3	0.3	95.7	7.1	0.5	6.5
42	2002	294	3.5	6.1	1.3	88.2	1.4	1	4.8
42	2002	295	4.8	7.1	2.6	63.1	0.5	3.3	1.2
42	2002	296	7.6	9.6	5.3	88.2	8.2	5.5	1.1
42	2002	297	5.7	7.3	2.3	76.1	4	5.5	3.6
42	2002	298	7.3	10.4	3.6	98.6	21.5	2.3	0.8
42	2002	299	7.2	8.4	5.3	81	7	7.3	2
42	2002	300	5.9	7.8	4.6	86.1	1.5	2.3	1.2
42	2002	301	6.5	8.3	3.7	81.7	8.2	5.8	3.7
42	2002	302	5.9	8.5	3.7	92.9	4.5	2	3.2
42	2002	303	5.4	9.2	1.7	93.8	3.3	0.6	5.9
42	2002	304	6.7	8.2	5.1	86.1	6.8	3.6	3.5
42	2002	305	4.3	6.9	2	86.3	0.2	1.2	1.6
42	2002	306	3.4	6.2	0.5	52	0	1.6	5.9
42	2002	307	3.1	4.4	1.7	58.2	0	4.4	2.1
42	2002	308	4.2	6	2.4	66.8	0.1	2.4	4.3
42	2002	309	5.5	7.4	4.2	85.7	2	2.1	0.9
42	2002	310	7.8	10	5.8	97.4	34	3	0.2
42	2002	311	5.9	8.2	3.6	96.6	2.6	0.6	2.3
42	2002	312	4	6.6	1.3	94.3	0.5	0.9	3.9
42	2002	313	2.2	4.4	-0.3	84.6	0	0.7	2.3
42	2002	314	0.8	2.1	-1	68.9	0	2.4	1.7
42	2002	315	0	1	-1.5	62	0.4	3.8	1.8
42	2002	316	2.9	5.1	0.9	80.6	4	3.2	3.4
42	2002	317	1.4	4	-0.7	97.5	11.1	1.1	1.5
42	2002	318	1.9	5.3	-0.8	86.9	2.7	1.6	0.6
42	2002	319	6.5	8.2	5.2	91.7	6.6	2.2	2.1
42	2002	320	6.4	7.5	5.4	93.8	0	2.2	0.7
42	2002	321	5.2	6.1	2.5	94.6	3.5	1	0.5
42	2002	322	2.4	5.3	-0.3	98.1	0.2	0.6	3
42	2002	323	0.2	3.4	-2.3	68.7	0	0.7	3.5
42	2002	324	-2.1	1.2	-4.5	66.5	0	0.8	3.2
42	2002	325	0.5	3	-3.3	70.5	0.7	1.8	2.8
42	2002	326	2.4	3.1	1.1	67.3	2.1	3.6	0.6
42	2002	327	2.6	3.8	1.3	69.5	0.3	2.3	0.3
42	2002	328	3.5	4.9	1.7	67.8	0.5	2	1.1
42	2002	329	4.2	6.2	1.1	94.9	2.6	1.9	1.1
42	2002	330	2.4	4	0	96	0	0.7	1.7
42	2002	331	5.8	7.3	2.9	95.2	0	2.1	1
42	2002	332	5.5	6.6	3.7	81.1	0.2	3.8	1
42	2002	333	4.7	5.7	3.4	67	0	3.2	1
42	2002	334	1.9	3.6	1.1	58.5	0	2	0.6
42	2002	335	1.8	2.7	0.8	65.3	0	4.9	1.3
42	2002	336	3.9	5.6	2.2	65.5	0	4.8	0.4
42	2002	337	5.1	5.8	4.6	77.1	0	2.6	0.8
42	2002	338	4.4	5.1	4	77	0	3.4	0.8
42	2002	339	3.3	4.4	1.4	63	0	1	0.5
42	2002	340	0.4	2	-1.6	68.1	0	0.9	1.6
42	2002	341	-1.6	-0.6	-3.2	63.2	0.1	0.9	1.6
42	2002	342	-2.1	-0.1	-4.7	72.7	0	1	1.2
42	2002	343	-3.5	-1.4	-5.8	81	0	0.9	1.5
42	2002	344	-2.3	0.1	-4.8	75.3	0	1.2	1.3
42	2002	345	-1.1	0.2	-3.3	93.5	0	0.6	0.8
42	2002	346	-2.7	-0.4	-5.9	91.7	0.1	1.1	1.1
42	2002	347	-2.5	-0.3	-6.1	82.2	0	0.7	1.3
42	2002	348	0.1	2	-2.6	85.4	0.1	1.3	0.5
42	2002	349	0.8	1.8	-0.7	69.6	0	2.2	1
42	2002	350	-2.7	-0.7	-4.8	68.1	0.1	1.3	0.9
42	2002	351	-1.6	5.5	-5.9	76.1	1.8	1.5	0.9
42	2002	352	1.9	5.6	-1.3	95.2	0.5	1.7	0.9
42	2002	353	3.5	5.3	-1.2	94.4	1	1.4	0.6
42	2002	354	3.7	5.5	-0.1	98.4	1.7	2.6	0.3
42	2002	355	-1.1	0.7	-4.4	96.9	0.1	0.9	1.4
42	2002	356	-1.6	-1	-3.2	51.7	0	2.6	0.7
42	2002	357	-0.5	0.5	-2.3	56.1	0	4.3	0.8
42	2002	358	1	1.5	0.4	60.8	0	5.8	0.5
42	2002	359	3.3	5.4	0.8	73.2	0.1	3.1	0.9
42	2002	360	6.1	7.1	4.9	88.7	0	2.5	0.8
42	2002	361	4.6	6.3	2.9	76.7	0.7	4.7	0.5
42	2002	362	3.3	4.6	0.9	69	0	2	0.3
42	2002	363	-0.5	1	-2	97.6	1.3	0.3	0.2
42	2002	364	-3.4	-1.9	-5.6	85.7	1.2	1.2	0.3
42	2002	365	-4.8	0.7	-8.4	76.6	1.5	1.7	0.9
