station	year	DOY	TMIN °C	TMAX °C	PREC (mm)	Global rad (MJ m-2)	Pot evapotranspiration (mm)
46	2	206	11.2	26.5	0	24.64	6.11
46	2	207	6.7	23.9	0	18.71	4.34
46	2	208	8.8	25.2	0	24.26	5.83
46	2	209	12	24.5	0	24.84	6.11
46	2	210	7.8	26.1	0	23.85	5.73
46	2	211	7.2	25.7	0	18.15	4.3
46	2	212	4.1	23.1	0	20.19	4.54
46	2	213	4.8	22.6	0	22.69	5.12
46	2	214	7.5	25.7	0	21.69	5.17
46	2	215	8	26.4	0	20.85	5.02
46	2	216	8.2	19.6	1.2	5.31	1.13
46	2	217	4.3	19	12.6	9.53	2.01
46	2	218	4.3	22.2	0	20.28	4.53
46	2	219	4.6	21.9	0	14.93	3.31
46	2	220	4.9	19.1	7.1	11.83	2.54
46	2	221	5.7	19.4	4.2	13.37	2.91
46	2	222	5.9	19.9	5.6	4.07	0.83
46	2	223	5.6	17.6	0	15.09	3.23
46	2	224	5.3	16	0	15.18	3.18
46	2	225	5.4	19.4	1.6	3.16	0.62
46	2	226	5.3	21.6	0	11.7	2.58
46	2	227	3.2	18.3	0	19.14	4.05
46	2	228	4.6	17.9	0	17.22	3.67
46	2	229	4.5	16.6	0.2	12.65	2.63
46	2	230	5.3	15.7	2.7	4.82	0.95
46	2	231	7.4	19.3	0	17.99	4.02
46	2	232	8.8	27	0	21.11	5.14
46	2	233	3.7	19.1	1.3	5.56	1.13
46	2	234	4.3	20.7	0	19.89	4.37
46	2	235	5.8	21.6	0	14.62	3.27
46	2	236	5.4	21.2	0	15.62	3.47
46	2	237	3.3	17.5	15.6	2.69	0.49
46	2	238	4.9	17.8	4.4	3.85	0.75
46	2	239	4.2	24.1	0	15.65	3.54
46	2	240	3.6	22.7	0	16.84	3.74
46	2	241	6	19.6	0	3.05	0.59
46	2	242	8.2	18.3	5.3	4.83	1.01
46	2	243	5.4	18	0.2	15.09	3.24
46	2	244	5.1	18.7	9.3	7.73	1.62
46	2	245	8.2	16.7	0	2.6	0.49
46	2	246	7.1	14.2	3.4	13	2.71
46	2	247	0.9	19.4	0	5.77	1.14
46	2	248	-1.2	16.3	0.6	10.5	2.01
46	2	249	0.4	17.3	0	14.27	2.86
46	2	250	5.2	18.6	2.8	4.7	0.95
46	2	251	5.6	20.3	0	10.22	2.22
46	2	252	5.5	19.8	0	9.41	2.02
46	2	253	1	17.6	0	11.69	2.36
46	2	254	-2.5	16.2	0	10.97	2.07
46	2	255	2.4	12.6	0.2	12.18	2.35
46	2	256	2.7	10.5	0.5	2.23	0.35
46	2	257	4.9	13.9	0.2	7.47	1.48
46	2	258	0.7	14.7	0	12.26	2.38
46	2	259	0.9	15.8	0	8.58	1.67
46	2	260	3.3	14	27.6	7.54	1.47
46	2	261	0.7	14.1	8.4	7.81	1.47
46	2	262	1.2	15.3	0	2.69	0.46
46	2	263	3.1	15.3	1.6	1.98	0.33
46	2	264	7.2	13.4	0	9.62	1.97
46	2	265	5.1	18.7	0	5.19	1.06
46	2	266	3.2	17.5	0	11.23	2.32
46	2	267	2.6	15	0	8.9	1.75
46	2	268	4.9	21.2	0	2.16	0.4
46	2	269	3.5	14.2	2.9	2.85	0.5
46	2	270	1.8	13.7	2.1	7.28	1.38
46	2	271	1	11.5	0	6.7	1.21
46	2	272	3.6	12.6	0	5.07	0.95
46	2	273	-2.3	9.7	10.5	4.72	0.77
46	2	274	-2.7	11.9	0	4.64	0.78
46	2	275	-0.6	12.3	19	4.16	0.71
46	2	276	1.3	9.7	1.7	9.15	1.65
46	2	277	0.2	11.6	0	4.51	0.78
46	2	278	1.1	9.9	0	7.14	1.27
46	2	279	2.1	17.2	0	7.07	1.4
46	2	280	1	12.1	3.2	1.2	0.15
46	2	281	1.8	10.6	1.9	0.97	0.11
46	2	282	-0.2	12.3	3.1	0.9	0.09
46	2	283	0.5	12.2	1.9	3.74	0.64
46	2	284	-0.8	9.1	5.2	0.94	0.1
46	2	285	1.4	12.2	0.1	1.77	0.27
46	2	286	-1.3	9.2	7.8	6.07	1.02
46	2	287	-0.8	10.5	0	3.92	0.65
46	2	288	-2.5	14.3	0	1.44	0.2
46	2	289	-1.1	12.7	0	0.83	0.08
46	2	290	-1.7	14	0	1.62	0.23
46	2	291	0.4	11.7	7.1	0.89	0.09
46	2	292	-1.8	10.1	1.9	5.49	0.92
46	2	293	-5.8	7.5	0	1.05	0.1
46	2	294	-8.8	6.7	0	5.83	0.83
46	2	295	0.4	10.9	4.6	1.01	0.11
46	2	296	-4.2	10.3	0	1.13	0.13
46	2	297	-1.9	9.8	0	2.03	0.29
46	2	298	0.6	7.4	0	4.97	0.82
46	2	299	-4.1	7.9	0	4.99	0.78
46	2	300	-1.8	7.2	0	4.75	0.75
46	2	301	-3.6	4.5	0	0.88	0.07
46	2	302	-6.6	-0.2	0	1.79	0.19
46	2	303	-5.9	5.4	0	0.7	0.04
46	2	304	-4.9	1.3	0	1.45	0.15
46	2	305	-4.6	4.8	1.2	0.7	0.05
46	2	306	-11.1	4.3	4.8	0.71	0.04
46	2	307	-5.7	5.1	0.4	0.66	0.04
46	2	308	-5.1	0.9	2	1.29	0.13
46	2	309	2.3	10.1	6.8	0.5	0.02
46	2	310	2	14.3	4.4	0.58	0.03
46	2	311	2.8	9.7	0.3	0.61	0.04
46	2	312	0.4	11.6	2.7	0.44	0
46	2	313	-3.4	5.9	0.7	0.52	0.02
46	2	314	-6.7	3.8	0	2.39	0.3
46	2	315	-3	5.9	0	1.61	0.2
46	2	316	-3.8	7	0	0.43	0
46	2	317	-3.6	2.8	0	0.43	0
46	2	318	-2.3	3.8	0	0.37	0
46	2	319	-7.6	-0.2	0	1.95	0.21
46	2	320	-14.8	-0.5	0	1.67	0.15
46	2	321	-8.1	0	0	1.07	0.09
46	2	322	-5.9	-0.5	0	0.31	0
46	2	323	-4.2	5.8	0	1.58	0.19
46	2	324	-4.4	3.8	0.5	0.41	0
46	2	325	-5.4	1.7	0.3	0.77	0.05
46	2	326	-7.2	3.4	2.5	2.09	0.25
46	2	327	0	12.6	0	0.99	0.11
46	2	328	1.5	7.5	0	0.38	0
46	2	329	-6.1	2.8	0	0.31	0
46	2	330	-7.9	0.8	0	0.29	0
46	2	331	-3	4	2.7	0.29	0
46	2	332	-6.2	3.3	6.2	1.54	0.17
46	2	333	-5.7	1.8	0	0.33	0
46	2	334	-7.5	3.2	1.5	0.26	0
46	2	335	-6.5	2.4	0	0.28	0
46	2	336	-8.4	5.3	0	0.65	0.04
46	2	337	-4.7	4.9	0.5	0.2	0
46	2	338	-3.3	7.1	0	0.62	0.03
46	2	339	-4.9	2.8	0	1	0.09
46	2	340	-7	5	0	0.25	0
46	2	341	-5.9	2.6	0.6	0.74	0.05
46	2	342	-3.2	3	0	0.4	0
46	2	343	-5.3	2.1	0	0.17	0
46	2	344	-2.7	3.7	15.8	0.16	0
46	2	345	-12.8	-2.6	0	0.23	0
46	2	346	-10.2	-2.2	0	1.09	0.08
46	2	347	-8.1	0.7	0	0.16	0
46	2	348	-7.7	5.2	0	0.77	0.05
46	2	349	-9.7	0.8	0	0.17	0
46	2	350	-8.8	0.7	0.8	1.06	0.09
46	2	351	-13.9	-1.8	2.4	0.16	0
46	2	352	-9.7	-0.1	0.4	0.17	0
46	2	353	-0.9	6	0.2	0.16	0
46	2	354	-3.6	2.5	0.8	0.53	0.02
46	2	355	-7.8	1.2	1.6	0.16	0
46	2	356	-9.5	0.4	0	0.16	0
46	2	357	-1.6	4.1	10.2	0.16	0
46	2	358	0.3	7.4	0	0.17	0
46	2	359	-6.1	1.6	0.4	0.17	0
46	2	360	-5.2	-0.1	0	0.2	0
46	2	361	-6.5	3	0	0.25	0
46	2	362	-9.4	3.2	0	0.17	0
46	2	363	-13.2	-3.3	0	0.84	0.05
46	2	364	-10.9	-5.2	0.4	0.2	0
46	2	365	-8.9	-0.5	0.9	0.22	0
